,algorithm,support,confidence,cosine
0,mocsoarm,0.9175257731958762,1.0,0.957875656437659
1,mopso,0.09278350515463918,1.0,0.3046038495400857
2,mopso,0.1958762886597938,0.9500000000000001,0.4441483531015752
3,mopso,0.25257731958762886,0.9423076923076923,0.5242516033258683
4,mopso,0.6907216494845361,0.7976190476190476,0.835803993897717
5,nsgaii,0.005154639175257732,1.0,0.447213595499958
6,nsgaii,0.061855670103092786,1.0,0.2596453934447493
7,nsgaii,0.25773195876288657,0.9615384615384615,0.5349506156386411
8,nsgaii,0.7989690721649485,0.9281437125748503,0.8990078034216007
9,hmofaarm,0.9432989690721649,1.0,0.9712357947852648
10,mosaarm,0.4896907216494845,1.0,0.6997790520224827
11,mosaarm,0.6082474226804123,0.7065868263473053,0.7662660770042473
12,mowsaarm,0.2422680412371134,1.0,0.5013351158613586
13,mowsaarm,0.6649484536082474,0.7329545454545454,0.8047425197158437
14,mocatsoarm,0.0979381443298969,1.0,0.3129507059105266
15,mocatsoarm,0.2422680412371134,0.9791666666666666,0.5113531143698624
16,mocatsoarm,0.5309278350515464,0.9035087719298245,0.7271574619583152
17,motlboarm,0.005154639175257732,1.0,1.0
18,motlboarm,0.010309278350515464,1.0,0.22645540682891913
19,motlboarm,0.02577319587628866,1.0,0.17251638983558854
20,motlboarm,0.5309278350515464,0.9035087719298245,0.7271574619583152
21,motlboarm,0.7268041237113402,0.7540106951871657,0.8533395637759997
22,mofpaarm,0.9432989690721649,1.0,0.9712357947852648
23,moaloarm,0.005154639175257732,1.0,0.22941573387056177
24,moaloarm,0.7525773195876289,0.869047619047619,0.876912463690344
25,modaarm,0.005154639175257732,1.0,0.447213595499958
26,modaarm,0.02577319587628866,1.0,0.17303213505149567
27,modaarm,0.05670103092783505,0.9166666666666666,0.2567180154051351
28,modaarm,0.06701030927835051,0.8125,0.4642857142857143
29,modaarm,0.6649484536082474,0.7818181818181819,0.8339955571474543
30,mohsbotsarm,0.005154639175257732,1.0,1.0
31,mohsbotsarm,0.9639175257731959,1.0,0.9817930157488368
32,modearm,0.865979381443299,1.0,0.9305801316615884
33,nshsdearm,0.13402061855670103,0.5,0.693888666488711
34,nshsdearm,0.24742268041237114,1.0,0.4974160033738069
35,nshsdearm,0.27319587628865977,0.9464285714285714,0.5179180570585941
36,nshsdearm,0.28865979381443296,0.509090909090909,0.5261057786980897
37,mogeaarm,0.005154639175257732,1.0,0.5
38,mogeaarm,0.22164948453608246,1.0,0.4707966488156882
39,mogeaarm,0.845360824742268,0.9318181818181818,0.9265684601464158
40,mogsaarm,0.005154639175257732,1.0,1.0
41,mogsaarm,0.4948453608247423,0.9320388349514563,0.7597781006929029
42,mogsaarm,0.5103092783505154,1.0,0.7143593481928514
43,mogsaarm,0.8092783505154639,0.8579234972677596,0.8980817517134552
44,mossoarm,0.005154639175257732,0.3333333333333333,0.5773502691896257
45,mossoarm,0.005154639175257732,1.0,0.28867513459481287
46,mossoarm,0.08247422680412371,1.0,0.28718326344709527
47,mossoarm,0.25773195876288657,0.9615384615384615,0.5365498736629085
48,mossoarm,0.26804123711340205,0.5048543689320388,0.5256817847175731
49,mowoaarm,0.4896907216494845,1.0,0.6997790520224827
50,mososarm,0.005154639175257732,1.0,1.0
51,mososarm,0.4484536082474227,1.0,0.6696667889685308
52,mososarm,0.8092783505154639,0.9401197604790419,0.8980817517134552
53,mocssarm,0.005154639175257732,1.0,0.5
54,mocssarm,0.20103092783505155,1.0,0.4616435357484827
55,mocssarm,0.25257731958762886,0.875,0.5097533568780934
56,mocssarm,0.6597938144329897,0.7664670658682634,0.8225602773474507
