,algorithm,support,confidence,cosine
0,mocsoarm,0.4096504185130478,1.0,0.6400393882512605
1,mocsoarm,0.9731659281142294,0.997728419989904,0.985370642877805
2,mopso,0.9741506646971935,1.0,0.9869907115556831
3,nsgaii,0.2776957163958641,1.0,0.5269684206817938
4,hmofaarm,0.9753815854258986,1.0,0.9876140872961962
5,mosaarm,0.015755785327424915,1.0,0.408248290463863
6,mosaarm,0.05711472181191531,0.9747899159663865,0.2359551967545544
7,mosaarm,0.08862629246676514,0.41666666666666663,0.19216561050602196
8,mosaarm,0.10635155096011817,0.3008356545961003,0.17886961298777854
9,mowsaarm,0.0029542097488921715,0.5,0.3692744729379982
10,mowsaarm,0.007877892663712457,1.0,0.3592106040535498
11,mowsaarm,0.01772525849335303,1.0,0.13313624034556867
12,mowsaarm,0.023633677991137372,0.6666666666666666,0.12552205116004486
13,mowsaarm,0.026587887740029542,0.23376623376623376,0.16423467043540768
14,mowsaarm,0.03988183161004431,0.3932038834951456,0.12679705623362783
15,mowsaarm,0.12013786312161497,0.12317011610297829,0.33612960895951033
16,mowsaarm,0.1240768094534712,0.13461538461538464,0.12923872262765837
17,mocatsoarm,0.9217134416543574,1.0,0.9600590823768906
18,motlboarm,0.01772525849335303,1.0,0.13313624034556867
19,motlboarm,0.023633677991137372,0.05687203791469195,0.2384785900551493
20,motlboarm,0.053175775480059084,0.21951219512195122,0.1639482976448584
21,motlboarm,0.11127523387493846,0.11127523387493846,0.22608457144754054
22,mofpaarm,0.6075824716888233,1.0,0.7794757672236021
23,moaloarm,0.3879862136878385,1.0,0.6228853937024359
24,modaarm,0.0022156573116691287,0.5,0.7071067811865476
25,modaarm,0.49729197439684886,1.0,0.7051893181244656
26,mohsbotsarm,0.10635155096011817,1.0,0.3261158551191864
27,modearm,0.30920728705071393,1.0,0.5560641033646336
28,nshsdearm,0.0014771048744460858,1.0,0.04814968931513204
29,nshsdearm,0.009847365829640572,0.7407407407407408,0.10275886011441257
30,nshsdearm,0.06400787789266371,0.5555555555555556,0.34636753428645434
31,mogeaarm,0.464795667159035,1.0,0.6817592442783852
32,mogsaarm,0.01772525849335303,1.0,0.13313624034556867
33,mogsaarm,0.09453471196454949,0.16666666666666666,0.2147312508380076
34,mossoarm,0.6075824716888233,1.0,0.7794757672236021
35,mowoaarm,0.0009847365829640572,1.0,1.0
36,mowoaarm,0.9753815854258986,1.0,0.9876140872961962
37,mososarm,0.07090103397341212,1.0,0.26627248069113735
38,mososarm,0.07976366322008863,0.5,0.4350314200705486
39,mososarm,0.19694731659281142,0.5242463958060288,0.420312555024289
40,mocssarm,0.023633677991137372,0.47058823529411764,0.4136701519960153
41,mocssarm,0.07090103397341212,1.0,0.34022878627424563
42,mocssarm,0.07139340226489414,0.07328784432650999,0.17449671737985128
