,algorithm,support,confidence,cosine
0,mocsoarm,0.005154639175257732,1.0,1.0
1,mocsoarm,0.28865979381443296,1.0,0.5372706895173354
2,mocsoarm,0.5463917525773195,0.9636363636363635,0.739075352889284
3,mocsoarm,0.7164948453608248,0.8273809523809523,0.8504750887649581
4,mopso,0.9072164948453608,1.0,0.9524791309238018
5,nsgaii,0.005154639175257732,1.0,1.0
6,nsgaii,0.5670103092783505,1.0,0.7530008693742329
7,nsgaii,0.7474226804123711,0.9354838709677419,0.877901556949875
8,hmofaarm,0.9175257731958762,1.0,0.957875656437659
9,mosaarm,0.865979381443299,1.0,0.9305801316615884
10,mowsaarm,0.005154639175257732,1.0,1.0
11,mowsaarm,0.4690721649484536,1.0,0.6848884324825859
12,mowsaarm,0.865979381443299,0.9438202247191012,0.9308372098372173
13,mocatsoarm,0.8195876288659794,1.0,0.905310791312011
14,motlboarm,0.0979381443298969,1.0,0.4569367667316877
15,motlboarm,0.845360824742268,0.9761904761904762,0.9537463156584326
16,mofpaarm,0.020618556701030927,1.0,1.0
17,mofpaarm,0.9432989690721649,1.0,0.9712357947852648
18,moaloarm,0.005154639175257732,1.0,0.3333333333333333
19,moaloarm,0.08762886597938144,1.0,0.31810450514017585
20,moaloarm,0.211340206185567,0.9761904761904762,0.5309028287247624
21,moaloarm,0.8041237113402062,0.9454545454545455,0.8977534471462035
22,modaarm,0.005154639175257732,1.0,0.5773502691896257
23,modaarm,0.24742268041237114,1.0,0.4974160033738069
24,modaarm,0.8195876288659794,0.9464285714285714,0.9068113318486303
25,mohsbotsarm,0.005154639175257732,1.0,1.0
26,mohsbotsarm,0.9432989690721649,1.0,0.9712357947852648
27,modearm,0.005154639175257732,1.0,1.0
28,modearm,0.9639175257731959,1.0,0.9817930157488368
29,nshsdearm,0.10824742268041238,1.0,0.3290097607676896
30,nshsdearm,0.7319587628865979,0.9793103448275862,0.883882106651086
31,nshsdearm,0.7783505154639175,0.9741935483870967,0.9090778937418826
32,nshsdearm,0.8092783505154639,0.9401197604790419,0.8980817517134552
33,nshsdearm,0.865979381443299,0.9180327868852459,0.9308372098372173
34,mogeaarm,0.7731958762886598,1.0,0.8793155726408238
35,mogeaarm,0.7783505154639175,0.9741935483870967,0.9090778937418826
36,mogsaarm,0.005154639175257732,1.0,1.0
37,mogsaarm,0.8505154639175257,0.9880239520958083,0.962430493640876
38,mogsaarm,0.8608247422680413,1.0,0.927806414220144
39,mossoarm,0.865979381443299,1.0,0.9305801316615884
40,mowoaarm,0.788659793814433,1.0,0.8880651968264678
41,mowoaarm,0.8144329896907216,0.9404761904761905,0.901108115925054
42,mososarm,0.005154639175257732,1.0,0.5
43,mososarm,0.18041237113402062,1.0,0.42474977473098274
44,mososarm,0.19072164948453607,0.925,0.4639521228823552
45,mososarm,0.34536082474226804,0.8933333333333333,0.5986678491557521
46,mososarm,0.4175257731958763,0.8901098901098902,0.6570616003846266
47,mososarm,0.7525773195876289,0.869047619047619,0.876912463690344
48,mocssarm,0.020618556701030927,1.0,1.0
49,mocssarm,0.22164948453608246,1.0,0.4942855266120806
50,mocssarm,0.2422680412371134,1.0,0.4922073153023159
51,mocssarm,0.7216494845360825,0.9655172413793103,0.850204171116233
52,mocssarm,0.7268041237113402,0.8867924528301887,0.8428770260011533
