,algorithm,support,confidence,cosine
0,mocsoarm,0.847682119205298,1.0,0.9206965402374976
1,mopso,0.847682119205298,1.0,0.9206965402374976
2,nsgaii,0.052980132450331126,1.0,0.2301741350593744
3,hmofaarm,0.32450331125827814,1.0,0.5696519211398117
4,mosaarm,0.8079470198675497,1.0,0.8988587318747867
5,mowsaarm,0.013245033112582781,1.0,0.37796447300922725
6,mowsaarm,0.019867549668874173,0.75,0.1358036190637778
7,mowsaarm,0.2582781456953642,0.2582781456953642,0.28734008641898917
8,mocatsoarm,0.847682119205298,1.0,0.9206965402374976
9,motlboarm,0.006622516556291391,1.0,0.20412414523193148
10,motlboarm,0.039735099337748346,0.12,0.17693034738587657
11,mofpaarm,0.15894039735099338,1.0,0.39867329651105726
12,moaloarm,0.15894039735099338,1.0,0.39867329651105726
13,modaarm,0.847682119205298,1.0,0.9206965402374976
14,mohsbotsarm,0.006622516556291391,1.0,0.25
15,mohsbotsarm,0.013245033112582781,0.09999999999999999,0.15811388300841897
16,mohsbotsarm,0.013245033112582781,0.6666666666666666,0.09396819714698791
17,mohsbotsarm,0.026490066225165563,0.026490066225165563,0.1627576917542319
18,mohsbotsarm,0.033112582781456956,0.033112582781456956,0.0575435337648436
19,modearm,0.15894039735099338,1.0,0.39867329651105726
20,nshsdearm,0.019867549668874173,0.23076923076923078,0.3721042037676254
21,nshsdearm,0.08609271523178808,1.0,0.29341560154802276
22,mogeaarm,0.847682119205298,1.0,0.9206965402374976
23,mogsaarm,0.006622516556291391,1.0,0.08137884587711595
24,mogsaarm,0.033112582781456956,0.3846153846153847,0.4902903378454601
25,mogsaarm,0.046357615894039736,0.7,0.41105415366029247
26,mogsaarm,0.052980132450331126,0.47058823529411764,0.32796802467631514
27,mossoarm,0.4966887417218543,1.0,0.7047614786024093
28,mowoaarm,0.847682119205298,1.0,0.9206965402374976
29,mososarm,0.847682119205298,1.0,0.9206965402374976
30,mocssarm,0.033112582781456956,1.0,0.25819888974716115
31,mocssarm,0.046357615894039736,0.4117647058823529,0.4383570037596047
32,mocssarm,0.07947019867549669,0.5217391304347826,0.34698895917974415
