,algorithm,support,confidence,cosine
0,mocsoarm,0.005154639175257732,1.0,1.0
1,mocsoarm,0.4690721649484536,1.0,0.6848884324825859
2,mocsoarm,0.8092783505154639,0.9401197604790419,0.8980817517134552
3,mopso,0.422680412371134,0.49101796407185627,0.6510192256348762
4,mopso,0.422680412371134,1.0,0.6501387639351572
5,mopso,0.44329896907216493,0.4699453551912568,0.6664264264186257
6,nsgaii,0.005154639175257732,1.0,0.5
7,nsgaii,0.061855670103092786,1.0,0.26111648393354675
8,nsgaii,0.12886597938144329,0.9615384615384615,0.35853580388235945
9,nsgaii,0.20618556701030927,0.6666666666666666,0.4836508334066744
10,nsgaii,0.211340206185567,0.45054945054945056,0.6203582209855225
11,nsgaii,0.31443298969072164,0.3630952380952381,0.566566182784942
12,hmofaarm,0.9072164948453608,1.0,0.9524791309238018
13,mosaarm,0.005154639175257732,1.0,1.0
14,mosaarm,0.030927835051546393,1.0,0.4140393356054125
15,mosaarm,0.7525773195876289,0.954248366013072,0.8725324658901162
16,mowsaarm,0.1134020618556701,1.0,0.3535533905932738
17,mowsaarm,0.29381443298969073,0.9827586206896552,0.5473184087266492
18,mowsaarm,0.7577319587628866,0.9483870967741934,0.9109548340490977
19,mowsaarm,0.9072164948453608,0.9411764705882353,0.9514069501680286
20,mocatsoarm,0.005154639175257732,1.0,0.3779644730092272
21,mocatsoarm,0.020618556701030927,1.0,0.15430334996209188
22,mocatsoarm,0.07731958762886598,0.9375,0.27422715904767403
23,mocatsoarm,0.845360824742268,0.9318181818181818,0.9265684601464158
24,mocatsoarm,0.8865979381443299,0.9197860962566844,0.9427523908960226
25,motlboarm,0.005154639175257732,1.0,0.7071067811865476
26,motlboarm,0.12886597938144329,0.5102040816326531,0.5718862635895968
27,motlboarm,0.20618556701030927,1.0,0.4540766091864998
28,motlboarm,0.211340206185567,0.9761904761904762,0.5081516761362314
29,mofpaarm,0.865979381443299,1.0,0.9305801316615884
30,moaloarm,0.7474226804123711,1.0,0.8645361070611055
31,modaarm,0.2268041237113402,1.0,0.4762395654619009
32,modaarm,0.6855670103092784,0.8364779874213837,0.8161967163635607
33,mohsbotsarm,0.865979381443299,1.0,0.9305801316615884
34,modearm,0.8505154639175257,1.0,0.9222339529194995
35,nshsdearm,0.020618556701030927,1.0,0.3922322702763681
36,nshsdearm,0.02577319587628866,1.0,0.22941573387056174
37,nshsdearm,0.13917525773195877,0.2967032967032967,0.4173151507212508
38,nshsdearm,0.19072164948453607,0.7115384615384616,0.4069129299484899
39,mogeaarm,0.20103092783505155,1.0,0.6546536707079772
40,mogeaarm,0.23711340206185566,1.0,0.48694291458224925
41,mogeaarm,0.6804123711340206,0.9295774647887325,0.8571790013945819
42,mogeaarm,0.8247422680412371,0.8556149732620321,0.9054009457618089
43,mogsaarm,0.020618556701030927,1.0,1.0
44,mogsaarm,0.22164948453608246,1.0,0.48473980401410033
45,mogsaarm,0.2422680412371134,0.9591836734693878,0.49633428192664175
46,mogsaarm,0.7525773195876289,0.954248366013072,0.8725324658901162
47,mossoarm,0.005154639175257732,1.0,1.0
48,mossoarm,0.03608247422680412,1.0,0.19557956467948942
49,mossoarm,0.14432989690721648,0.9655172413793103,0.38435584291322256
50,mossoarm,0.4484536082474227,0.9560439560439561,0.6741755709118655
51,mossoarm,0.7319587628865979,0.8502994011976047,0.8477649711154361
52,mowoaarm,0.25257731958762886,1.0,0.5025707110324167
53,mowoaarm,0.7216494845360825,0.7865168539325843,0.8483446378173648
54,mososarm,0.5309278350515464,1.0,0.7286479500084705
55,mososarm,0.6391752577319587,0.8493150684931506,0.7917546385701352
56,mososarm,0.7835051546391752,0.8128342245989305,0.8815038684298778
57,mocssarm,0.005154639175257732,1.0,1.0
58,mocssarm,0.20103092783505155,1.0,0.4483647263501574
59,mocssarm,0.4381443298969072,0.7727272727272727,0.6271397774738334
