,algorithm,support,confidence,cosine
0,mocsoarm,0.005154639175257732,1.0,1.0
1,mocsoarm,0.4690721649484536,1.0,0.6848884324825859
2,mocsoarm,0.8092783505154639,0.9401197604790419,0.8980817517134552
3,mopso,0.03608247422680412,1.0,0.2659080117391552
4,mopso,0.14432989690721648,0.7999999999999999,0.4961389383568337
5,mopso,0.14948453608247422,0.7435897435897435,0.442760992000533
6,mopso,0.1958762886597938,0.9047619047619048,0.4287835821553206
7,mopso,0.422680412371134,0.49101796407185627,0.6510192256348762
8,mopso,0.44329896907216493,0.4699453551912568,0.6664264264186257
9,nsgaii,0.005154639175257732,1.0,0.5
10,nsgaii,0.030927835051546393,0.6666666666666666,0.4
11,nsgaii,0.061855670103092786,1.0,0.26111648393354675
12,nsgaii,0.211340206185567,0.45054945054945056,0.6203582209855225
13,nsgaii,0.31443298969072164,0.3630952380952381,0.566566182784942
14,hmofaarm,0.9072164948453608,1.0,0.9524791309238018
15,mosaarm,0.005154639175257732,1.0,1.0
16,mosaarm,0.030927835051546393,1.0,0.18463723646899907
17,mosaarm,0.7525773195876289,0.954248366013072,0.8725324658901162
18,mowsaarm,0.1134020618556701,1.0,0.3535533905932738
19,mowsaarm,0.29381443298969073,0.9827586206896552,0.5473184087266492
20,mowsaarm,0.9072164948453608,0.9411764705882353,0.9514069501680286
21,mocatsoarm,0.005154639175257732,1.0,0.2182178902359924
22,mocatsoarm,0.020618556701030927,1.0,0.15075567228888181
23,mocatsoarm,0.8865979381443299,0.9197860962566844,0.9427523908960226
24,motlboarm,0.005154639175257732,1.0,0.7071067811865476
25,motlboarm,0.17010309278350516,0.7674418604651163,0.47982554969440183
26,motlboarm,0.1958762886597938,0.26760563380281693,0.48630103808206976
27,motlboarm,0.20618556701030927,1.0,0.4540766091864998
28,mofpaarm,0.865979381443299,1.0,0.9305801316615884
29,moaloarm,0.005154639175257732,1.0,0.21320071635561044
30,moaloarm,0.07731958762886598,0.34090909090909094,0.35754847096709713
31,moaloarm,0.10824742268041238,0.21212121212121215,0.33796318470968734
32,moaloarm,0.10824742268041238,0.2210526315789474,0.32481131806711666
33,modaarm,0.2268041237113402,1.0,0.4762395654619009
34,modaarm,0.6855670103092784,0.8364779874213837,0.8161967163635607
35,mohsbotsarm,0.865979381443299,1.0,0.9305801316615884
36,modearm,0.8505154639175257,1.0,0.9222339529194995
37,nshsdearm,0.020618556701030927,1.0,0.3922322702763681
38,nshsdearm,0.05154639175257732,0.625,0.3952847075210474
39,nshsdearm,0.12371134020618557,0.5853658536585367,0.28917761562712796
40,mogeaarm,0.20103092783505155,1.0,0.6546536707079772
41,mogeaarm,0.6804123711340206,0.9295774647887325,0.8571790013945819
42,mogeaarm,0.8247422680412371,0.8556149732620321,0.9054009457618089
43,mogsaarm,0.020618556701030927,1.0,1.0
44,mogsaarm,0.7525773195876289,0.954248366013072,0.8725324658901162
45,mossoarm,0.005154639175257732,1.0,0.7071067811865476
46,mossoarm,0.03608247422680412,1.0,0.19557956467948942
47,mossoarm,0.14432989690721648,0.9655172413793103,0.38435584291322256
48,mossoarm,0.4484536082474227,0.9560439560439561,0.6741755709118655
49,mossoarm,0.7319587628865979,0.8502994011976047,0.8477649711154361
50,mowoaarm,0.25257731958762886,1.0,0.5025707110324167
51,mososarm,0.04639175257731959,1.0,0.23214696976024105
52,mososarm,0.6391752577319587,0.8493150684931506,0.7917546385701352
53,mocssarm,0.20103092783505155,1.0,0.4483647263501574
54,mocssarm,0.27835051546391754,0.5684210526315789,0.5807794766197366
